公司名稱,公司網址,職務名稱,職務網址,接受身份,工作經歷,學歷要求,科系要求,語文條件,擅長工具,工作技能,其他條件
緯創資通股份有限公司,https://www.104.com.tw/company/5wthkkw,資料科學家 _ 汐止 _ 00000,https://www.104.com.tw/job/ajax/content/5kx8g,"['上班族', '應屆畢業生']",不拘,碩士以上,無,['英文:聽 /中等、說 /中等、讀 /中等、寫 /中等'],無,無,"['1.', '良好的溝通以及呈現能力，能解釋複雜分析方法給予其他領域的專家了解', '2.', '應用機器學習方法論解決商業問題的經驗', '3.', '熟悉程式開發在下列至少一項程式語言C,', 'Java,', 'R,', 'Python,', 'Perl,', 'Scala', '4.', '參與過Kaggle或Datathon分析比賽', '5.', '有預測數據專案的實際經驗']"
緯創資通股份有限公司,https://www.104.com.tw/company/5wthkkw,資料科學家_高雄_90767,https://www.104.com.tw/job/ajax/content/6ltu8,"['上班族', '應屆畢業生']",不拘,碩士以上,無,['英文:聽 /中等、說 /中等、讀 /中等、寫 /中等'],無,無,"['1.', '良好的溝通以及呈現能力，能解釋複雜分析方法給予其他領域的專家了解', '2.', '應用機器學習方法論解決商業問題的經驗', '3.', '熟悉程式開發在下列至少一項程式語言C,', 'Java,', 'R,', 'Python,', 'Perl,', 'Scala', '4.', '參與過Kaggle或Datathon分析比賽', '5.', '有預測數據專案的實際經驗']"
CARMAX_車美仕股份有限公司,https://www.104.com.tw/company/aerjtds,MaaS 資料科學家,https://www.104.com.tw/job/ajax/content/6pkgv,"['上班族', '應屆畢業生']",1年以上,大學以上,"['資訊工程相關', '電機電子工程相關', '其他數學及電算機科學相關']","['英文:聽 /中等、說 /中等、讀 /中等、寫 /中等', '日文:聽 /精通、說 /精通、讀 /精通、寫 /精通']",無,無,"['1.', '熟悉資料結構與關連式資料庫存取語言SQL', '2.', '熟悉大數據演算法，並具備程式撰寫能力（R或Python）。若有Java、Android、iOS、APP開發經驗尤佳。', '3.', '具備汽車相關產業、車聯網(IoV)應用相關知識及經驗者。', '4.', '具備大數據分析相關實務經驗，熟悉統計分析及預測模型建置。', '5.', '據企業資訊系統規劃、開發技術、系統整合相關控管經驗者。', '特質：', '1.', '具新商務模式開發規劃與整合能力。', '2.', '能獨立構思，企劃案作成能力。', '3.', '具專案／時間／資源管理，團隊合作且具有良好協調溝通能力者。']"
雋奇科技有限公司,https://www.104.com.tw/company/1a2x6bkqy8,人工智慧資料科學家,https://www.104.com.tw/job/ajax/content/6y8a7,"['上班族', '應屆畢業生', '原住民', '二度就業']",不拘,專科以上,"['資訊工程相關', '其他數學及電算機科學相關', '資訊管理相關']",['英文:聽 /中等、說 /略懂、讀 /略懂、寫 /略懂'],"['C', 'C++', 'Python']","['軟體程式設計', '模組化系統設計', 'Machine Learning']","['1.', '具積極、負責、團隊合作精神', '2.', '對人工智慧、機器學習、深度學習有高度興趣者', '3.', '熟悉C/C++/', 'Python等程式語言尤佳', '4.', '熟數位影像或訊號處理', '5.', '熟悉Python及相關開發架構(Tensor', 'Flow,', 'PyTorch或Keras,…等)']"
塞席爾商悠福科技股份有限公司,https://www.104.com.tw/company/1a2x6bk0hw,資料科學家 Data Scientist 專職/長期實習,https://www.104.com.tw/job/ajax/content/5l6qm,"['上班族', '應屆畢業生', '日間就讀中', '夜間就讀中', '原住民', '二度就業', '學生實習']",不拘,大學以上,無,無,無,無,"['1.', 'Experience', 'in', 'analyzing', 'and', 'extracting', 'information', 'from', 'large', 'amounts', 'of', 'data', '2.', 'Hands-on', 'work', 'on', 'model', 'development,', 'model', 'validation', 'and', 'model', 'implementation', '3.', 'Master', 'or', 'Ph.D.', 'in', 'Machine', 'Learning,', 'Math', 'or', 'Statistics.', '歡迎學生長期實習']"
伊雲谷數位科技股份有限公司,https://www.104.com.tw/company/1a2x6bilhz,Data Scientist 資料科學家_數據分析師,https://www.104.com.tw/job/ajax/content/6az1x,['上班族'],不拘,碩士,無,無,無,無,"['1.', '具備2年以上機器學習、人工智慧或類神經網路相關經驗，5年以上數據分析、處理等相關經驗', '2.', '具有策略邏輯思考、分析判斷與溝通能力', '3.', '對於數據與分析具有熱情。', '4.', '具有客戶經驗。', '5.', '熟悉雲端服務產品、SaaS、雲端佈建', '確認投遞履歷前請先至伊雲谷官網及伊雲谷產品網站https://product.ecloudvalley.com', '了解一下我們吧！']"
中強光電股份有限公司,https://www.104.com.tw/company/a5hppdk,研發類-Data Scientist 資料科學家(AIRD),https://www.104.com.tw/job/ajax/content/6avi2,['上班族'],不拘,博士,無,['英文:聽 /中等、說 /中等、讀 /精通、寫 /精通'],['Python'],無,"['優先面試經濟部工業局DIGI⁺', 'Talent計畫之結訓研習生(AI)']"
國泰金控_國泰金融控股股份有限公司,https://www.104.com.tw/company/wjct48g,"資料科學家-數據科技(數數發中心, DDT)",https://www.104.com.tw/job/ajax/content/6emjw,['上班族'],不拘,大學以上,無,['英文:聽 /精通、說 /精通、讀 /精通、寫 /精通'],無,無,"['[必要條件]', '1.', '熟悉', 'Python', '2.', '熟悉', 'SQL', 'statement', '3.', '熟悉機器學習、深度學習或統計模型', '4.', '愛好自我學習、探索與分享的態度', '[加分條件]', '1.', '自然語言處理', '(NLP)、社群網絡分析', '(SNA)、時間序列分析或其他數據分析經驗', '2.', '具資料視覺化實作經驗與技能', '3.', '熟悉', 'Spark,', 'Hadoop', '&', 'Hive']"
台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,https://www.104.com.tw/company/fn5mtmo,人工智慧資料科學家_台達研究院(南科),https://www.104.com.tw/job/ajax/content/6xwo9,"['上班族', '應屆畢業生']",不拘,碩士以上,"['資訊工程相關', '電機電子工程相關']",['英文:聽 /中等、說 /中等、讀 /中等、寫 /中等'],無,無,"['1.', '熟悉深度學習、機器學習，並具相關實作開發相關經驗者佳(請檢附作品)', '2.', '需有閱讀英文論文及技術文件能力', '3.', '具備程式開發熱忱與積極性，善於溝通協調與團隊合作精神並能獨立解決問題', '4.', '熟悉Python', '5.', '具醫療產品開發經驗加分', '6.', '具Kaggle經驗加分']"
台灣美光(台灣美光晶圓科技股份有限公司/台灣美光記憶體股份有限公司/美商美光亞太科技股份有限公司台灣分公司),https://www.104.com.tw/company/10ww9gpk,DATA SCIENCE ENGINEER - SMART MFG & AI 資料科學家(台中),https://www.104.com.tw/job/ajax/content/6vvhe,"['上班族', '應屆畢業生', '外籍人士', '原住民']",不拘,大學、碩士,"['資訊工程相關', '資訊管理相關', '工業工程相關']",['英文:聽 /中等、說 /中等、讀 /中等、寫 /中等'],無,無,"['請務必至本公司職缺網站', 'https://jobs.micron.com/job/Taichung-DATA-SCIENCE-ENGINEER-SMART-MFG-&-AI-TXG/633356800/', '應徵本職缺，並附上英文履歷/自傳。謝謝。']"
台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,https://www.104.com.tw/company/fn5mtmo,人工智慧資料科學家/作業研究資料科學家_台達研究院(台北),https://www.104.com.tw/job/ajax/content/6um1b,"['上班族', '應屆畢業生']",不拘,碩士以上,"['工程學科類', '數學及電算機科學學科類']",['英文:聽 /中等、說 /中等、讀 /中等、寫 /中等'],無,無,"['1.', '工業工程/工業管理/運輸管理/資訊工程/數學/統計/具機器學習與資料分析背景等相關系所。', '2.', '掌握作業研究、啟發式演算法、機器學習與深度學習等相關技術。', '3.', '擅長Python。', '4.', '熟悉Java,', 'C/C++等程式語言尤佳。', '5.', '孰悉', 'Gurobi,', 'CPLEX,', 'AMPL,', 'Lingo,', 'Matlab等工具尤佳。', '6.', '具NoSQL一種以上資料庫使用經驗尤佳。', '7.', '具備以下任一經歷尤佳：離散/連續製造業實務經驗、專案管理經驗、軟體開發經驗。']"
台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,https://www.104.com.tw/company/fn5mtmo,資深人工智慧資料科學家_台達研究院(台北),https://www.104.com.tw/job/ajax/content/6qblf,['上班族'],2年以上,碩士以上,"['數學及電算機科學學科類', '工程學科類']",['英文:聽 /中等、說 /中等、讀 /中等、寫 /中等'],無,無,"['1.', '電機/資工/資管/機械/數學/統計/工工，具機器學習、深度學習或資料分析背景等相關系所', '2.', '熟悉以下至少一種資料分析語言：Python,', 'Java,', 'R,', 'Matlab,', 'Scala,', 'C/C++', '3.', '熟悉至少一種機器學習或資料分析工具或套件：Scikit-learn,', 'PyTorch,', 'Tensorflow,', 'Keras,', 'OpenCV,', 'NLTK,', 'Stanford-coreNLP等', '4.', '二年以上資料分析相關實務經驗', '5.', '善於溝通協調與團隊合作精神並能獨立解決問題', '6.', '具備以下任一經歷尤佳：專案管理經驗、製造業實務經驗、軟體開發經驗、資料採集(傳感器/控制器)經驗']"
聚和國際股份有限公司,https://www.104.com.tw/company/1y6i9e9,資料分析工程師/資料科學家 <近鳳山/林園/小港/屏東>,https://www.104.com.tw/job/ajax/content/6wu9a,['上班族'],1年以上,大學以上,無,無,"['Python', 'R', 'Excel', 'SAS']",無,"['1.', '熟悉SAS、R、Python', '其中一種軟體應用以及Excel統計分析能力', '2.', '具備資料統計分析、數據挖掘(Data', 'Mining)、大數據處理分析能力', '3.', '需具備一年以上相關工作經歷']"
台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,https://www.104.com.tw/company/fn5mtmo,人工智慧資料科學家/人工智慧應用工程師_台達研究院(台北),https://www.104.com.tw/job/ajax/content/6h22n,"['上班族', '應屆畢業生', '研發替代役']",不拘,碩士以上,"['數學及電算機科學學科類', '工程學科類']",['英文:聽 /中等、說 /中等、讀 /中等、寫 /中等'],無,無,"['1.', '電機/資工/資管/機械/數學/統計/工工，具機器學習、深度學習或資料分析背景等相關系所', '2.', '熟悉以下至少一種資料分析語言：Python,', 'Java,', 'R,', 'Matlab,', 'Scala,', 'C/C++', '3.', '熟悉至少一種機器學習或資料分析工具或套件：Scikit-learn,', 'PyTorch,', 'Tensorflow,', 'Keras,', 'OpenCV,', 'NLTK,', 'Stanford-coreNLP等', '4.', '具備程式開發熱忱與積極性，善於溝通協調與團隊合作精神並能獨立解決問題', '5.', '具以下任一經歷尤佳：製造業實務經驗、專案管理經驗、軟體開發經驗、資料採集(傳感器/控制器)經驗', '6.', '投遞履歷須檢附大學及研究所成績單']"
立達軟體科技股份有限公司,https://www.104.com.tw/company/cmzs04o,Data Scientist 資料科學家 （需英文聽說讀寫流利）,https://www.104.com.tw/job/ajax/content/6uqmf,"['上班族', '應屆畢業生']",不拘,碩士以上,"['資訊工程相關', '數學及電算機科學學科類', '工程學科類']",無,"['C++', 'Python']",['軟體程式設計'],無
工研院 _財團法人工業技術研究院,https://www.104.com.tw/company/19huomw,工研院電光系統所_企業優化資料科學家(F300),https://www.104.com.tw/job/ajax/content/6rvl6,['上班族'],1年以上,碩士以上,"['資訊工程相關', '工業工程相關']",['英文:聽 /中等、說 /中等、讀 /中等、寫 /中等'],無,無,"['1.', '工工/電機/資工/資管/數學/統計，具數學模型最佳化、機器學習、深度學習或資料分析背景等相關系所。', '2.', '需熟悉最佳化語言iLog', 'CPLEX', 'OPL。', '*加分項目：', '1.', '熟悉資料分析語言：Python。', '2.', '熟悉其中一種機器學習或資料分析工具或套件：Scikit-learn,', 'PyTorch,', 'Tensorflow,', 'Keras,', 'OpenCV,', 'NLTK等尤佳。', '3.', '具以下任一經歷尤佳：製造業實務經驗、軟體開發經驗、sensor資料採集經驗。', '4.', '特質:', '具備程式開發熱忱與積極性，善於溝通協調與團隊合作精神，並能獨立解決問題。', '5.', '投遞履歷，請檢附大學及研究所成績單。', '6.', '請檢附相當於TOEIC650分之英語測驗成績證明；如無法提供，將安排參加本院英文檢測。']"
台新金控_台新國際商業銀行股份有限公司,https://www.104.com.tw/company/13qvhzjs,〔個金〕2020年度研發替代役-資料科學家 (台北),https://www.104.com.tw/job/ajax/content/6veou,['研發替代役'],不拘,碩士以上,"['商業及管理學科類', '數學及電算機科學學科類']",無,"['Python', 'MS SQL', 'SAS']",無,"['1.', '具備2020年度研發替代役資格，碩士以上學歷，且需大學/研究所資訊、統計、數學及商管相關科系畢業', '2.', '具使用分析軟體能力']"
萬寶華企業管理顧問股份有限公司,https://www.104.com.tw/company/7e28f7c,派遣至LINE_Insight planner (data scientist、資料科學家、資料分析師) [115-59],https://www.104.com.tw/job/ajax/content/6uf4o,"['上班族', '原住民']",3年以上,大學以上,無,['英文:聽 /精通、說 /精通、讀 /精通、寫 /精通'],"['Python', 'MS SQL', 'Google Analytics']",無,"['[Requirements]', '•', '5+', 'years', 'experience', 'in', 'business', 'intelligence', 'and', 'report', 'operations', '•', 'Familiar', 'with', 'internet', 'technology', 'service,', 'Google', 'Analytics', 'and', 'online', 'AD', 'products', '•', 'Capable', 'to', 'perform', 'data', 'pre-processing', 'by', 'SQL,', 'develop', 'report', 'by', 'tableau', 'and', 'build', 'model', 'with', 'python', '•', 'Fast', 'learner', 'for', 'business', 'domain', 'understanding', 'and', 'strong', 'cross-team', 'communication', 'skill', '•', 'Fluent', 'English', 'in', 'oral', 'communication', 'and', 'documentation', '•', 'Good', 'in', 'Spark', 'is', 'plus', 'This', 'position', 'is', 'looking', 'for:', 'Stay', 'a', 'Step', 'Ahead', '/', 'Perfect', 'Details', '/', 'Work', 'Intensely', 'and', 'Be', 'Focused/', '1%', 'Problem-finding,', '99%', 'Solution-making/', 'Enjoy', 'the', 'Challenges', ""LINE's"", 'Mission:', 'https://linecorp.com/en/company/mission']"
歐立威科技股份有限公司,https://www.104.com.tw/company/b8gl75c,資料倉儲工程師 (資料庫/大數據/巨量資料/資料倉儲)  (新鮮人可),https://www.104.com.tw/job/ajax/content/6r2nr,"['上班族', '應屆畢業生', '二度就業']",不拘,專科以上,無,['英文:聽 /中等、說 /中等、讀 /中等、寫 /中等'],無,無,"['【加分條件】', '資料倉儲管理經驗', 'Hadoop', '平台管理經驗', 'Hadoop', '平台相關認證', 'ETL', '相關經驗', '資料庫相關工作管理經驗', 'Python', ',', 'Java', '程式開發經驗', '英文認證']"
中國醫藥大學附設醫院,https://www.104.com.tw/company/o5x51w0,10MR-智慧醫療科技創新中心 應用資料科學家,https://www.104.com.tw/job/ajax/content/6ssuy,"['上班族', '應屆畢業生', '外籍人士']",不拘,碩士以上,"['資訊工程相關', '資訊管理相關', '醫藥工程相關']",['英文:聽 /精通、說 /精通、讀 /精通、寫 /精通'],無,無,"['1.', '熟悉Python,', 'C++,', 'HTML5,', 'JavaScript等開發技術。', '2.', '熟悉Tensorflow,', 'Pytorch,', 'Keras等框架經驗尤佳。', '3.', '具工作熱枕且喜歡挑戰新技術。', '4.', '生醫論文撰寫，國際期刊投稿。']"
行動貝果有限公司,https://www.104.com.tw/company/olmlwc8,Senior Data Scientist (資深資料科學家),https://www.104.com.tw/job/ajax/content/6det4,"['上班族', '夜間就讀中', '外籍人士', '原住民', '二度就業']",2年以上,大學以上,無,無,"['Java', 'Scala']",無,"['[Requirements]', '*', 'Have', 'a', 'degree', 'in', 'a', 'quantitative', 'discipline', 'such', 'as', 'like', 'physics,', 'mathematics,', 'computational', 'chemistry,', 'statistics', 'etc.', '*', 'At', 'least', '2', 'years', 'of', 'experience', 'in', 'data', 'analyzing', '*', 'Fluency', 'in', 'a', 'programming', 'language', '(Python,', 'C,', 'C++,', 'Java,', 'SQL)', '*', 'Working', 'knowledge', 'of', 'complex', 'data', 'analysis', 'including', 'but', 'not', 'limited', 'to', 'machine', 'learning,', 'time', 'series,', 'and', 'deep', 'learning', 'Before', 'apply,', 'please', 'finish', 'any', '2', 'out', 'of', 'these', '3', 'Kaggle', 'competitions:', '1.', 'Regression:', 'https://www.kaggle.com/c/house-prices-advanced-regression-techniques', '2.', 'Classification:', 'https://www.kaggle.com/c/titanic', '3.', 'Time-series', 'prediction:', 'https://www.kaggle.com/c/rossmann-store-sales/data']"
安富科技股份有限公司,https://www.104.com.tw/company/cx5aw1c,[台北] AI Deep Learning / 人工智慧深度學習工程師 / 資料科學家,https://www.104.com.tw/job/ajax/content/59ye0,['上班族'],2年以上,大學以上,['資訊工程相關'],無,無,無,"['[Must', 'to', 'have]', '1.', 'Familiar', 'in', 'C/C++/Python/Java', 'development.', '2.', 'Experience', 'of', 'embedded', 'system', 'software', 'development.', '3.', 'Able', 'to', 'share', 'and', 'present', 'knowledge', 'to', 'team', 'members.', '4.', 'Be', 'good', 'at', 'Cross-functional', 'Collaboration.', '[Plus]', 'Research', 'experience', 'in', 'one', 'of', 'following', 'areas', ':', '1.', 'Machine', 'Learning/', 'Deep', 'Learning.', '2.', 'Numerical', 'Optimization', 'Method.', '3.', 'Statistics.', '4.', 'Computer', 'Vision', 'in', 'Image', 'Classification,', 'Object', 'Detection,', 'Pattern', 'Recognition,', 'etc.', '持有經濟部能力鑑定(iPAS)證書者優先面試!', 'BDA/OIA']"
國泰金控_國泰金融控股股份有限公司,https://www.104.com.tw/company/wjct48g,"資料科學分析師（Data Science R&D）- 資料科學實驗室(數數發中心, DDT)",https://www.104.com.tw/job/ajax/content/6ecm5,"['上班族', '應屆畢業生']",不拘,大學以上,"['數理統計相關', '應用數學相關', '數學及電算機科學學科類']",['英文:聽 /中等、說 /中等、讀 /中等、寫 /中等'],無,無,"['必要條件：', '-', '主動性高、能適應變化快速的技術與環境、愛好自我學習、探索與分享的態度。', '-', '擁有各式機器學習及深度學習相關理論知識，有能力說明原理及應用於實際場景。', '-', '擁有統計學相關理論知識，有能力說明原理及應用於實際場景。', '-', '熟悉在', 'Python', '之中處理機器學習或是資料探勘。', '加分條件', '-', '擁有在', 'Spark', '框架下運算機器學習或資料探勘的經驗。', '-', '擁有成功參加資料競賽', '(Kaggle,', 'KDD', 'Cup,', 'Codalab,', 'etc）的經驗。', '-', '熟悉任一深度學習框架', '(TensorFlow,', 'Caffe,', 'PyTorch,', 'Keras,', 'etc)。', '-', '發表機器學習或人工智慧相關論文。', '-', '熟悉', 'Linux', '的程式開發環境與', 'Shell', 'Script', '的使用。', '-', '具', 'Reinforcement', 'Learning', '相關經驗。', '-', '具', 'Graph', 'embedding/', 'Graph', 'Neural', 'Network', '相關經驗。']"
永豐商業銀行股份有限公司,https://www.104.com.tw/company/13qu7sqo,儲備AI科學家 - 2020 Turing Plan -,https://www.104.com.tw/job/ajax/content/6x0q4,"['上班族', '應屆畢業生', '日間就讀中', '夜間就讀中', '外籍人士', '原住民', '二度就業', '中壯齡', '中高齡', '高齡', '更生人']",不拘,碩士,"['電機電子工程相關', '資訊工程相關', '資訊管理相關']",['英文:聽 /精通、說 /精通、讀 /精通、寫 /精通'],無,無,"['1.', '電機/資工/資管/機械/數學/統計等，具軟體工程、人工智慧、資料科學/工程', '背景等相關系所', '2.', '應屆畢業或工作年資於2年(含)內以下者。', '3.', '熟悉Python與相關演算法並能快積極速學習其它程式語言', '4.', '期望能專精在軟體技術領域深耕，並在金融產業發展者。', '5.', '具進行獨立研究、驗證概念的能力，能自主學習與閱讀論文，且願意接受專案實作的培育。', '6.', '對於金融科技的脈動有高度興趣，樂於參與團隊及跨單位協作，渴望成長與超越自我']"
Morgan Philips Hong Kong Limited Taiwan Branch_香港商博禹國際顧問有限公司台灣分公司,https://www.104.com.tw/company/cttnq60,【ADAS Project】數據科學家/數據工程師 Data Scientist/Data Engineer,https://www.104.com.tw/job/ajax/content/6xnwd,['上班族'],5年以上,大學以上,['數學及電算機科學學科類'],無,無,無,"['-', '5+年數據/資料工程師相關工作經驗', '-', '5+', 'years', 'of', 'working', 'experience', 'as', 'a', 'data', 'engineer.', '-', '大數據處理，資料庫處理與應用程序後端開發經驗', '-', 'Experiance', 'in', 'massive', 'data', 'collecting', 'and', 'processing,', 'database', 'management', 'and', 'application', 'backend', 'development.', '-', '熟悉Python/R', '-', 'Familiar', 'with', 'Python', 'or', 'R']"
緯創資通股份有限公司,https://www.104.com.tw/company/5wthkkw,【Join Wistron線上招募】高雄 數據科學家  (投履歷，抽iphone!!)(即日起至6/6止),https://www.104.com.tw/job/ajax/content/6xyif,['上班族'],不拘,大學、碩士,"['電機電子工程相關', '資訊工程相關', '資訊管理相關']",['英文:聽 /中等、說 /中等、讀 /中等、寫 /中等'],無,無,無
東森購物_電視購物_東森得易購股份有限公司,https://www.104.com.tw/company/abdz5yx,行為學分析師(行為科學家),https://www.104.com.tw/job/ajax/content/6bh12,['上班族'],3年以上,碩士以上,"['其他數學及電算機科學相關', '心理學相關', '一般商業學類']",無,無,無,"['1.熟悉統計分析及預測模型建置。', '2.熟悉機器學習演算法，並具備程式撰寫能力(R或Python)。', '3.具備資料視覺化呈現能力。', '4.思考邏輯清晰、具備良好溝通能力與簡報技巧。']"
緯創資通股份有限公司,https://www.104.com.tw/company/5wthkkw,數據科學家 _高雄_91713,https://www.104.com.tw/job/ajax/content/6vgs3,"['上班族', '應屆畢業生']",不拘,碩士,"['資訊管理相關', '資訊工程相關', '數理統計相關']",['英文:聽 /中等、說 /中等、讀 /中等、寫 /中等'],"['Linux', 'Python', 'R', 'MS SQL']",無,"['1.', '熟悉Python或R之數據分析機器學習相關套件', '2.', '熟悉SQL或noSQL資料庫語法及工具', '-', '具以下相關經驗者佳:', '1.', '有資料分析的實際經驗', '2.', 'Text', 'mining,', 'Graph', 'analysis,', 'Graph', 'Database等實作經驗', '3.', '有', 'Docker,', 'Git', '使用經驗']"
緯創資通股份有限公司,https://www.104.com.tw/company/5wthkkw,伺服器軟體系統工程師_內湖_00180,https://www.104.com.tw/job/ajax/content/6q5d4,"['上班族', '應屆畢業生']",不拘,大學、碩士,"['資訊工程相關', '電機電子工程相關']",['英文:聽 /精通、說 /精通、讀 /精通、寫 /精通'],"['Linux', 'Shell', 'Perl', 'Python', 'PostgreSQL', 'Django']","['系統架構規劃', '軟體工程系統開發', '軟體程式設計', '資料庫程式設計']","['基本要求：', '(1).熟悉', 'Linux', '操作並有一種以上', 'script', '語言', '(Python,', 'Shell,', 'Perl,', '…)', '開發經驗', '(2).熟悉', 'Git', '及', 'Django', '(3).具網站發布或前/後端相關經驗', '具以下經驗者佳：', '(1).具備OpenStack經驗', '(尤其是Ceph相關經驗)', '(2).熟悉', 'Kafka', '(3).Django', 'Rest', 'Framework', '使用經驗', '(4).PostgreSQL', '的操作及優化經驗', '(5).具自動化軟體部署、負載平衡、容器', '(Docker,', 'Kubernetes)', '經驗', '其他說明', '(1).近兩年多益或公司英文測驗達550分', '(2).強烈自學動機及學習能力，具備團隊意識', '(3).優秀的溝通能力']"
OK_忠訓國際股份有限公司,https://www.104.com.tw/company/ck3t17s,OM005 中階資深數據工程師 / 數據科學家／數據分析師(必須相關經驗兩年以上) ※全程視訊面試 ※薪資面議,https://www.104.com.tw/job/ajax/content/6xt6a,"['上班族', '原住民', '二度就業', '中壯齡']",不拘,大學以上,無,無,無,無,無
英屬開曼群島商萬里雲互聯股份有限公司台灣分公司,https://www.104.com.tw/company/1a2x6bk5cu,Backend Engineer 後端工程師,https://www.104.com.tw/job/ajax/content/6xipk,['上班族'],2年以上,專科、大學、碩士,無,無,無,無,無
英屬開曼群島商萬里雲互聯股份有限公司台灣分公司,https://www.104.com.tw/company/1a2x6bk5cu,Web Frontend Engineer 網頁前端工程師 ,https://www.104.com.tw/job/ajax/content/6c62a,"['上班族', '應屆畢業生']",1年以上,專科、大學、碩士,無,無,無,無,無
玉山銀行_玉山商業銀行股份有限公司,https://www.104.com.tw/company/13quahyo,機器學習工程師,https://www.104.com.tw/job/ajax/content/6dtcl,"['上班族', '應屆畢業生']",不拘,大學以上,"['資訊管理相關', '數學及電算機科學學科類', '資訊工程相關']",無,無,無,"['1.', '具備高度量化訓練的背景，如數學、統計、應數、財金或財務工程、物理、資訊或電機工程', '2.', '善於使用計量方式來思考問題，並具備科學家精神', '3.', '熟悉敘述型、診斷型、與預測型資料分析，嫻熟常見的機器學習演算法', '4.', '具備', 'Python', '開發經驗', '5.', '具備深度學習模型建構與', 'Kaggle', '實戰經驗者尤佳']"
安布思沛行銷股份有限公司,https://www.104.com.tw/company/1a2x6biool,數據分析師/ Data Analyst,https://www.104.com.tw/job/ajax/content/6x6by,"['上班族', '應屆畢業生']",不拘,大學以上,"['數理統計相關', '資訊工程相關', '其他商業及管理相關']",無,無,"['建立統計精算模型', '統計軟體操作', '調查樣本統計分析']","['Qualifications', '1.', '熟悉R或Python語言', '2.', '具數據分析及建模的經驗', '3.', '至少1個從資料擷取、資料整理、資料分析到建立洞察或模型的實務經驗', '4.', '進階統計模型(Regression,', 'Clustering,', 'Segmentation...)', '的應用經驗', '5.', '至少1個參與數據產品開發的經驗佳', '6.', '具備以下經驗者優先考慮:', '開發客製化分析模型或流程、製作商業智慧儀錶板、GCP、AWS、Azure、Linux', '指令操作、SQL、熟悉', 'Machine', 'Learning', 'Model', '7.', '持有「數位人才探索計劃」相關證照的申請者有優先面試機會（Google', 'Ads', '搜尋廣告認證、Google', 'Ads', '影音廣告認證、Google', 'Analytics個人認證，詳情請洽數位人才探索計劃網站）']"
國泰金控_國泰金融控股股份有限公司,https://www.104.com.tw/company/wjct48g,"數據軟體工程師-數據科技(數數發中心, DDT)",https://www.104.com.tw/job/ajax/content/6emjz,['上班族'],不拘,大學以上,無,['英文:聽 /精通、說 /精通、讀 /精通、寫 /精通'],無,無,"['[必要條件]', '-', '具備團隊合作的態度與愛好自我學習探索及分享的精神', '-', '至少一年', 'Python', '程式語言開發經驗，並具備軟體工程開發思維', '-', '熟悉', 'Linux', '環境與', 'Shell', 'Script', '開發經驗', '-', '具備', 'Git', '版本控管與經驗', '-', '具備', 'Hadoop', 'Eco-system/Apache', 'Spark', '等相關應用開發經驗', '[加分條件]', '-', '熟悉', 'Docker、Kubernetes', '概念/架構，並具備容器化開發經驗', '-', '熟悉', 'MongoDB、Redis、Elastic', 'Stack', '或其他結構化/非結構化數據儲存平台', '-', '具備', 'DevOps', '相關知識與', 'CI/CD', 'pipeline', '流程建置經驗', '-', '具備', 'Streaming', 'Framework', '開發經驗', '如：Spark', 'Streaming、Kafka、Flink', '等', '-', '具備統計方法、機器學習、或是深度學習相關概念']"
Pinkoi_香港商果翼科技股份有限公司台灣分公司,https://www.104.com.tw/company/1a2x6biidu,UX Researcher（重要：請依內文聯絡方式提供完整文件，缺件概不受理）,https://www.104.com.tw/job/ajax/content/6v3qt,['上班族'],不拘,碩士以上,"['心理學相關', '社會學相關', '其他經社心理相關']",無,"['ANSI SQL', 'Excel', 'Tableau', 'Google Analytics', 'Screaming Frog SEO Spider', 'Google Trend', 'Power BI\u200b']","['市場調查企劃與執行', '市場調查資料分析與報告撰寫', '問卷設計', '統計軟體操作', '訪員教育訓練', '網站流量成效追蹤', '調查樣本統計分析']","['如果你有信心能夠勝任這份工作，歡迎把履歷寄到', 'hr@pinkoi.com，主旨開頭請加上', '『應徵', 'UX', 'Researcher', '-', '(你的名字)』，同時附上：', '1.', '你心中理想的', 'UX', 'Researcher', '是什麼樣子？', '2.', '描述一個你「從頭到尾」負責的研究案/產品專案', '(主導為佳、參與次之)，且描述你的規劃/執行/交付/傳播的過程。', '3.', '請分享一個你工作上遭遇過的重大危機。', '偏好了解的危機類型順序是：1)', '研究無法直接對公司/部門方向/策略有所幫助的危機。2)', '因團隊與人事摩擦衝突而產生的危機。3)', '研究無法融入專案進程的危機。4)', '研究結論失準造成損失的危機。', '我們會通知合適者約面試，若不符合資格，將不另行通知，謝謝大家。']"
